hit,ID,group,name,image,rows,cols,nonzeros,kind
773,1800,Meszaros,deter6,,4255,12113,24771,linear programming problem
774,2364,Rommes,M80PI_n,,4182,4182,10261,eigenvalue/model reduction problem
775,2372,Rommes,S80PI_n,,4182,4182,10261,eigenvalue/model reduction problem
776,839,Zitney,rdist1,,4134,4134,94408,chemical process simulation problem
777,1543,Schenk_IBMNA,c-24,,4119,4119,35699,optimization problem
778,736,Mallya,lhr04,,4101,4101,81057,chemical process simulation problem
779,737,Mallya,lhr04c,,4101,4101,82682,chemical process simulation problem
780,1866,Muite,Chebyshev3,,4101,4101,36879,structural problem
781,1214,Cannizzo,sts4098,,4098,4098,72356,structural problem
782,2360,Rommes,M80PI_n1,,4028,4028,9927,eigenvalue/model reduction problem
783,2368,Rommes,S80PI_n1,,4028,4028,9927,eigenvalue/model reduction problem
784,467,Grund,poli,,4008,4008,8188,economic problem
785,1640,Bai,tols4000,,4000,4000,8784,computational fluid dynamics problem
786,410,FIDAP,ex12,,3973,3973,79077,computational fluid dynamics problem
787,1542,Schenk_IBMNA,c-23,,3969,3969,31079,optimization problem
788,37,HB,bcsstk15,,3948,3948,117816,structural problem
789,1734,Meszaros,nemsemm1,,3945,75352,1053986,linear programming problem
790,189,HB,lns_3937,,3937,3937,25407,computational fluid dynamics problem
791,191,HB,lnsp3937,,3937,3937,25407,computational fluid dynamics problem
792,428,FIDAP,ex31,,3909,3909,91223,computational fluid dynamics problem
793,1804,Meszaros,fxm2-16,,3900,7335,32972,linear programming problem
794,1802,Meszaros,deter8,,3831,10905,22299,linear programming problem
795,1544,Schenk_IBMNA,c-25,,3797,3797,49635,optimization problem
796,716,LPnetlib,lpi_gosh,,3792,13455,99953,linear programming problem
797,1541,Schenk_IBMNA,c-22,,3792,3792,28870,optimization problem
798,1695,Meszaros,ch,,3700,8291,24102,linear programming problem
799,43,HB,bcsstk21,,3600,3600,26600,structural problem
800,71,HB,bcsstm21,,3600,3600,3600,structural problem
801,433,FIDAP,ex37,,3565,3565,67591,computational fluid dynamics problem
802,241,HB,saylr4,,3564,3564,22316,computational fluid dynamics problem
803,46,HB,bcsstk24,,3562,3562,159910,structural problem
804,74,HB,bcsstm24,,3562,3562,3562,structural problem
805,890,Norris,heart1,,3557,3557,1385317,2D/3D problem
806,910,vanHeukelum,cage9,,3534,3534,41594,directed weighted graph
807,609,LPnetlib,lp_cre_a,,3516,7248,18168,linear programming problem
808,1540,Schenk_IBMNA,c-21,,3509,3509,32145,optimization problem
809,377,Brunetiere,thermal,,3456,3456,66528,thermal problem
810,900,Shen,shermanACa,,3432,3432,25220,2D/3D problem
811,819,Simon,raefsky6,,3402,3402,130371,structural problem
812,440,FIDAP,ex9,,3363,3363,99471,computational fluid dynamics problem
813,1728,Meszaros,model7,,3358,9582,51027,linear programming problem
814,246,HB,sherman5,,3312,3312,20793,computational fluid dynamics problem
815,456,Grund,bayer05,,3268,3268,20712,chemical process simulation problem
816,458,Grund,bayer07,,3268,3268,20963,chemical process simulation problem
817,412,FIDAP,ex14,,3251,3251,65875,computational fluid dynamics problem
818,814,Simon,raefsky1,,3242,3242,293409,computational fluid dynamics problem sequence
819,815,Simon,raefsky2,,3242,3242,293551,subsequent computational fluid dynamics problem
820,1798,Meszaros,deter4,,3235,9133,19231,linear programming problem
821,1703,Meszaros,dano3mip,,3202,15851,81633,linear programming problem
822,1622,Bai,mhd3200a,,3200,3200,68026,electromagnetics problem
823,1623,Bai,mhd3200b,,3200,3200,18316,electromagnetics problem
824,1633,Bai,rdb3200l,,3200,3200,18880,computational fluid dynamics problem
825,840,Zitney,rdist2,,3198,3198,56834,chemical process simulation problem
826,444,Garon,garon1,,3175,3175,84723,computational fluid dynamics problem
827,1775,Meszaros,stat96v4,,3173,63076,491336,linear programming problem
828,1816,Meszaros,delf,,3170,6654,15397,linear programming problem sequence
829,828,Wang,swang1,,3169,3169,20841,semiconductor device problem sequence
830,829,Wang,swang2,,3169,3169,20841,subsequent semiconductor device problem
831,236,HB,psmigr_2,,3140,3140,540022,economic problem
832,237,HB,psmigr_3,,3140,3140,543160,economic problem
833,643,LPnetlib,lp_maros_r7,,3136,9408,144848,linear programming problem
834,1823,Meszaros,rat,,3136,9408,268908,linear programming problem sequence
835,45,HB,bcsstk23,,3134,3134,45178,structural problem
836,73,HB,bcsstm23,,3134,3134,3134,structural problem
837,439,FIDAP,ex8,,3096,3096,90841,computational fluid dynamics problem
838,460,Grund,bayer09,,3083,3083,11767,chemical process simulation problem
839,432,FIDAP,ex36,,3079,3079,53099,computational fluid dynamics problem
840,1822,Meszaros,plddb,,3069,5049,10839,linear programming problem sequence
841,611,LPnetlib,lp_cre_c,,3068,6411,15977,linear programming problem
842,825,TOKAMAK,utm3060,,3060,3060,42211,electromagnetics problem
843,457,Grund,bayer06,,3008,3008,20715,chemical process simulation problem
844,459,Grund,bayer08,,3008,3008,20698,chemical process simulation problem
845,710,LPnetlib,lpi_cplex1,,3005,5224,10947,linear programming problem
846,1239,GHS_indef,laser,,3002,3002,9000,materials problem
847,1790,Meszaros,iprob,,3001,3001,9000,linear programming problem
848,627,LPnetlib,lp_fit2p,,3000,13525,50284,linear programming problem
849,324,Bai,pde2961,,2961,2961,14585,2D/3D problem
850,735,Mallya,lhr02,,2954,2954,36875,chemical process simulation problem
851,1539,Schenk_IBMNA,c-20,,2921,2921,20445,optimization problem
852,759,Nasa,nasa2910,,2910,2910,174296,structural problem
853,465,Grund,meg1,,2904,2904,58142,circuit simulation problem
854,830,Wang,wang1,,2903,2903,19093,semiconductor device problem sequence
855,831,Wang,wang2,,2903,2903,19093,subsequent semiconductor device problem
856,1729,Meszaros,model8,,2896,6464,25277,linear programming problem
857,545,Hollinger,g7jac010,,2880,2880,18229,economic problem
858,546,Hollinger,g7jac010sc,,2880,2880,18229,economic problem
859,1730,Meszaros,model9,,2879,10939,55956,linear programming problem
860,282,HB,zenios,,2873,2873,1314,optimization problem
861,426,FIDAP,ex29,,2870,2870,23754,computational fluid dynamics problem
862,1770,Meszaros,slptsk,,2861,3347,72465,linear programming problem
863,836,Zitney,extr1,,2837,2837,10967,chemical process simulation problem
864,1535,Zitney,extr1b,,2836,2836,10965,chemical process simulation problem sequence
865,1791,Meszaros,l30,,2701,16281,52070,linear programming problem
866,705,LPnetlib,lpi_bgindy,,2671,10880,66266,linear programming problem
867,717,LPnetlib,lpi_gran,,2658,2525,20111,linear programming problem
868,370,Bomhof,circuit_1,,2624,2624,35823,circuit simulation problem
869,425,FIDAP,ex28,,2603,2603,77031,computational fluid dynamics problem
870,389,DRIVCAV,cavity10,,2597,2597,76171,computational fluid dynamics problem sequence
871,390,DRIVCAV,cavity11,,2597,2597,71601,subsequent computational fluid dynamics problem
872,391,DRIVCAV,cavity12,,2597,2597,76258,subsequent computational fluid dynamics problem
873,392,DRIVCAV,cavity13,,2597,2597,71601,subsequent computational fluid dynamics problem
874,393,DRIVCAV,cavity14,,2597,2597,76258,subsequent computational fluid dynamics problem
875,394,DRIVCAV,cavity15,,2597,2597,71601,subsequent computational fluid dynamics problem
876,411,FIDAP,ex13,,2568,2568,75628,computational fluid dynamics problem
877,408,FIDAP,ex10hs,,2548,2548,57308,computational fluid dynamics problem
878,1401,Bates,Chem97ZtZ,,2541,2541,7361,statistical/mathematical problem
879,224,HB,orani678,,2529,2529,90158,economic problem
880,1613,Bai,cryg2500,,2500,2500,12349,materials problem
881,2230,TSOPF,TSOPF_FS_b9_c1,,2454,2454,25032,power network problem
882,1828,Meszaros,scagr7-2c,,2447,3479,9005,linear programming problem sequence
883,407,FIDAP,ex10,,2410,2410,54840,computational fluid dynamics problem
884,841,Zitney,rdist3a,,2398,2398,61896,chemical process simulation problem
885,539,Hamm,add20,,2395,2395,13151,circuit simulation problem
886,718,LPnetlib,lpi_greenbea,,2393,5596,31074,linear programming problem
887,630,LPnetlib,lp_greenbea,,2392,5598,31070,linear programming problem
888,631,LPnetlib,lp_greenbeb,,2392,5598,31070,linear programming problem
889,1736,Meszaros,nemspmm1,,2372,8903,55867,linear programming problem
890,891,Norris,heart2,,2339,2339,680341,2D/3D problem
891,892,Norris,heart3,,2339,2339,680341,2D/3D problem
892,646,LPnetlib,lp_osa_14,,2337,54797,317097,linear programming problem
893,1538,Schenk_IBMNA,c-19,,2327,2327,21817,optimization problem
894,605,LPnetlib,lp_bnl2,,2324,4486,14996,linear programming problem
895,1776,Meszaros,stat96v5,,2307,75779,233921,linear programming problem
896,1737,Meszaros,nemspmm2,,2301,8734,68225,linear programming problem
897,1378,MathWorks,Sieber,,2290,2290,14873,counter-example problem
898,421,FIDAP,ex24,,2283,2283,47901,computational fluid dynamics problem
899,595,LPnetlib,lp_80bau3b,,2262,12061,23264,linear programming problem
900,227,HB,orsreg_1,,2205,2205,14133,computational fluid dynamics problem
901,417,FIDAP,ex20,,2203,2203,67830,computational fluid dynamics problem
902,2363,Rommes,M40PI_n,,2182,2182,5341,eigenvalue/model reduction problem
903,2371,Rommes,S40PI_n,,2182,2182,5341,eigenvalue/model reduction problem
904,615,LPnetlib,lp_d2q06c,,2171,5831,33081,linear programming problem
905,1537,Schenk_IBMNA,c-18,,2169,2169,15145,optimization problem
906,423,FIDAP,ex26,,2163,2163,74464,computational fluid dynamics problem
907,696,LPnetlib,lp_stocfor2,,2157,3045,9357,linear programming problem
908,758,Nasa,nasa2146,,2146,2146,72250,structural problem
909,2256,MathWorks,TS,,2142,2142,45262,counter-example problem
910,1715,Meszaros,jendrec1,,2109,4228,89608,linear programming problem
911,1727,Meszaros,model6,,2096,5289,27628,linear programming problem
912,1865,Muite,Chebyshev2,,2053,2053,18447,structural problem
913,309,Bai,dw1024,,2048,2048,10114,electromagnetics problem
914,331,Bai,rdb2048,,2048,2048,12032,computational fluid dynamics problem
915,1614,Bai,dw2048,,2048,2048,10114,electromagnetics problem
916,1632,Bai,rdb2048_noL,,2048,2048,12032,computational fluid dynamics problem
917,656,LPnetlib,lp_pilot87,,2030,6680,74949,linear programming problem
918,2359,Rommes,M40PI_n1,,2028,2028,5007,eigenvalue/model reduction problem
919,2367,Rommes,S40PI_n1,,2028,2028,5007,eigenvalue/model reduction problem
920,1441,Oberwolfach,piston,,2025,2025,100015,model reduction problem
921,272,HB,west2021,,2021,2021,7310,chemical process simulation problem
922,35,HB,bcsstk13,,2003,2003,83883,computational fluid dynamics problem
923,68,HB,bcsstm13,,2003,2003,21181,computational fluid dynamics problem
924,299,Bai,bwm2000,,2000,2000,7996,chemical process simulation problem
925,320,Bai,olm2000,,2000,2000,7996,computational fluid dynamics problem
926,1638,Bai,tols2000,,2000,2000,5184,computational fluid dynamics problem
927,1887,NYPA,Maragal_4,,1964,1034,26719,least squares problem
928,1794,Meszaros,deter0,,1923,5468,11173,linear programming problem
929,48,HB,bcsstk26,,1922,1922,30336,structural problem
930,76,HB,bcsstm26,,1922,1922,1922,structural problem
931,228,HB,plat1919,,1919,1919,32399,2D/3D problem
932,230,HB,plsk1919,,1919,1919,9662,2D/3D problem
933,613,LPnetlib,lp_cycle,,1903,3371,21234,linear programming problem
934,1726,Meszaros,model5,,1888,11802,89925,linear programming problem
935,1196,Rajat,rajat12,,1879,1879,12818,circuit simulation problem
936,258,HB,watt_1,,1856,1856,11360,computational fluid dynamics problem
937,259,HB,watt_2,,1856,1856,11550,computational fluid dynamics problem
938,170,HB,illc1850,,1850,712,8636,least squares problem
939,261,HB,well1850,,1850,712,8755,least squares problem
940,363,Boeing,nasa1824,,1824,1824,39208,duplicate structural problem
941,757,Nasa,nasa1824,,1824,1824,39208,structural problem
942,427,FIDAP,ex3,,1821,1821,52685,computational fluid dynamics problem
943,1832,Meszaros,scrs8-2b,,1820,3499,7367,linear programming problem sequence
944,1833,Meszaros,scrs8-2c,,1820,3499,7367,linear programming problem sequence
945,1053,Sandia,adder_trans_01,,1814,1814,14579,circuit simulation problem sequence
946,1054,Sandia,adder_trans_02,,1814,1814,14579,subsequent circuit simulation problem
947,984,Sandia,adder_dcop_01,,1813,1813,11156,subsequent circuit simulation problem
948,985,Sandia,adder_dcop_02,,1813,1813,11246,subsequent circuit simulation problem
949,986,Sandia,adder_dcop_03,,1813,1813,11148,subsequent circuit simulation problem
950,987,Sandia,adder_dcop_04,,1813,1813,11107,subsequent circuit simulation problem
951,988,Sandia,adder_dcop_05,,1813,1813,11097,subsequent circuit simulation problem
952,989,Sandia,adder_dcop_06,,1813,1813,11224,subsequent circuit simulation problem
953,990,Sandia,adder_dcop_07,,1813,1813,11226,subsequent circuit simulation problem
954,991,Sandia,adder_dcop_08,,1813,1813,11242,subsequent circuit simulation problem
955,992,Sandia,adder_dcop_09,,1813,1813,11239,subsequent circuit simulation problem
956,993,Sandia,adder_dcop_10,,1813,1813,11232,subsequent circuit simulation problem
957,994,Sandia,adder_dcop_11,,1813,1813,11243,subsequent circuit simulation problem
958,995,Sandia,adder_dcop_12,,1813,1813,11246,subsequent circuit simulation problem
959,996,Sandia,adder_dcop_13,,1813,1813,11245,subsequent circuit simulation problem
960,997,Sandia,adder_dcop_14,,1813,1813,11246,subsequent circuit simulation problem
961,998,Sandia,adder_dcop_15,,1813,1813,11246,subsequent circuit simulation problem
962,999,Sandia,adder_dcop_16,,1813,1813,11246,subsequent circuit simulation problem
963,1000,Sandia,adder_dcop_17,,1813,1813,11246,subsequent circuit simulation problem
964,1001,Sandia,adder_dcop_18,,1813,1813,11246,subsequent circuit simulation problem
965,1002,Sandia,adder_dcop_19,,1813,1813,11245,subsequent circuit simulation problem
966,1003,Sandia,adder_dcop_20,,1813,1813,11246,subsequent circuit simulation problem
967,1004,Sandia,adder_dcop_21,,1813,1813,11246,subsequent circuit simulation problem
968,1005,Sandia,adder_dcop_22,,1813,1813,11246,subsequent circuit simulation problem
969,1006,Sandia,adder_dcop_23,,1813,1813,11246,subsequent circuit simulation problem
970,1007,Sandia,adder_dcop_24,,1813,1813,11246,subsequent circuit simulation problem
971,1008,Sandia,adder_dcop_25,,1813,1813,11246,subsequent circuit simulation problem
972,1009,Sandia,adder_dcop_26,,1813,1813,11246,subsequent circuit simulation problem
973,1010,Sandia,adder_dcop_27,,1813,1813,11246,subsequent circuit simulation problem
974,1011,Sandia,adder_dcop_28,,1813,1813,11246,subsequent circuit simulation problem
975,1012,Sandia,adder_dcop_29,,1813,1813,11246,subsequent circuit simulation problem
976,1013,Sandia,adder_dcop_30,,1813,1813,11246,subsequent circuit simulation problem
977,1014,Sandia,adder_dcop_31,,1813,1813,11246,subsequent circuit simulation problem
978,1015,Sandia,adder_dcop_32,,1813,1813,11246,subsequent circuit simulation problem
979,1016,Sandia,adder_dcop_33,,1813,1813,11246,subsequent circuit simulation problem
980,1017,Sandia,adder_dcop_34,,1813,1813,11246,subsequent circuit simulation problem
981,1018,Sandia,adder_dcop_35,,1813,1813,11246,subsequent circuit simulation problem
982,1019,Sandia,adder_dcop_36,,1813,1813,11246,subsequent circuit simulation problem
983,1020,Sandia,adder_dcop_37,,1813,1813,11246,subsequent circuit simulation problem
984,1021,Sandia,adder_dcop_38,,1813,1813,11246,subsequent circuit simulation problem
985,1022,Sandia,adder_dcop_39,,1813,1813,11246,subsequent circuit simulation problem
986,1023,Sandia,adder_dcop_40,,1813,1813,11246,subsequent circuit simulation problem
987,1024,Sandia,adder_dcop_41,,1813,1813,11246,subsequent circuit simulation problem
988,1025,Sandia,adder_dcop_42,,1813,1813,11246,subsequent circuit simulation problem
989,1026,Sandia,adder_dcop_43,,1813,1813,11246,subsequent circuit simulation problem
990,1027,Sandia,adder_dcop_44,,1813,1813,11245,subsequent circuit simulation problem
991,1028,Sandia,adder_dcop_45,,1813,1813,11246,subsequent circuit simulation problem
992,1029,Sandia,adder_dcop_46,,1813,1813,11246,subsequent circuit simulation problem
993,1030,Sandia,adder_dcop_47,,1813,1813,11246,subsequent circuit simulation problem
994,1031,Sandia,adder_dcop_48,,1813,1813,11246,subsequent circuit simulation problem
995,1032,Sandia,adder_dcop_49,,1813,1813,11246,subsequent circuit simulation problem
996,1033,Sandia,adder_dcop_50,,1813,1813,11246,subsequent circuit simulation problem
997,1034,Sandia,adder_dcop_51,,1813,1813,11246,subsequent circuit simulation problem
998,1035,Sandia,adder_dcop_52,,1813,1813,11246,subsequent circuit simulation problem
999,1036,Sandia,adder_dcop_53,,1813,1813,11246,subsequent circuit simulation problem
1000,1037,Sandia,adder_dcop_54,,1813,1813,11246,subsequent circuit simulation problem
1001,1038,Sandia,adder_dcop_55,,1813,1813,11246,subsequent circuit simulation problem
1002,1039,Sandia,adder_dcop_56,,1813,1813,11246,subsequent circuit simulation problem
1003,1040,Sandia,adder_dcop_57,,1813,1813,11246,subsequent circuit simulation problem
1004,1041,Sandia,adder_dcop_58,,1813,1813,11246,subsequent circuit simulation problem
1005,1042,Sandia,adder_dcop_59,,1813,1813,11246,subsequent circuit simulation problem
1006,1043,Sandia,adder_dcop_60,,1813,1813,11246,subsequent circuit simulation problem
1007,1044,Sandia,adder_dcop_61,,1813,1813,11246,subsequent circuit simulation problem
1008,1045,Sandia,adder_dcop_62,,1813,1813,11246,subsequent circuit simulation problem
1009,1046,Sandia,adder_dcop_63,,1813,1813,11246,subsequent circuit simulation problem
1010,1047,Sandia,adder_dcop_64,,1813,1813,11246,subsequent circuit simulation problem
1011,1048,Sandia,adder_dcop_65,,1813,1813,11246,subsequent circuit simulation problem
1012,1049,Sandia,adder_dcop_66,,1813,1813,11246,subsequent circuit simulation problem
1013,1050,Sandia,adder_dcop_67,,1813,1813,11246,subsequent circuit simulation problem
1014,1051,Sandia,adder_dcop_68,,1813,1813,11246,subsequent circuit simulation problem
1015,1052,Sandia,adder_dcop_69,,1813,1813,11246,subsequent circuit simulation problem
1016,1108,Sandia,init_adder1,,1813,1813,11156,circuit simulation problem sequence
1017,36,HB,bcsstk14,,1806,1806,63454,structural problem
1018,287,Averous,epb0,,1794,1794,7764,thermal problem
1019,430,FIDAP,ex33,,1733,1733,22189,computational fluid dynamics problem
1020,823,TOKAMAK,utm1700b,,1700,1700,21509,electromagnetics problem
1021,1886,NYPA,Maragal_3,,1690,860,18391,least squares problem
1022,1430,Oberwolfach,filter2D,,1668,1668,10750,model reduction problem
1023,437,FIDAP,ex6,,1651,1651,49062,computational fluid dynamics problem
1024,893,Norris,lung1,,1650,1650,7419,computational fluid dynamics problem
1025,1756,Meszaros,progas,,1650,1900,8897,linear programming problem
1026,438,FIDAP,ex7,,1633,1633,46626,computational fluid dynamics problem
1027,1724,Meszaros,model3,,1609,4578,23974,linear programming problem
1028,434,FIDAP,ex4,,1601,1601,31849,computational fluid dynamics problem
1029,2401,Newman,netscience,,1589,1589,5484,undirected weighted graph
1030,1788,Meszaros,gen4,,1537,4298,107103,linear programming problem
1031,1793,Meszaros,cep1,,1521,4769,8233,linear programming problem
1032,1803,Meszaros,fxm2-6,,1520,2845,12812,linear programming problem
1033,271,HB,west1505,,1505,1505,5414,chemical process simulation problem
1034,864,Langemyr,comsol,,1500,1500,97645,structural problem
1035,1626,Bai,qh1484,,1484,1484,6110,power network problem
1036,734,Mallya,lhr01,,1477,1477,18427,chemical process simulation problem
1037,33,HB,bcsstk11,,1473,1473,34241,structural problem
1038,34,HB,bcsstk12,,1473,1473,34241,duplicate structural problem
1039,66,HB,bcsstm11,,1473,1473,1473,structural problem
1040,67,HB,bcsstm12,,1473,1473,19659,structural problem
1041,654,LPnetlib,lp_pilot,,1441,4860,44375,linear programming problem
1042,359,Boeing,msc01440,,1440,1440,44998,structural problem
1043,1446,Oberwolfach,spiral,,1434,1434,18228,model reduction problem
1044,420,FIDAP,ex23,,1409,1409,42760,computational fluid dynamics problem
1045,1895,Luong,photogrammetry,,1388,390,11816,computer graphics/vision problem
1046,214,HB,nnc1374,,1374,1374,8588,2D/3D problem
1047,1442,Oberwolfach,rail_1357,,1357,1357,8985,model reduction problem
1048,375,Brethour,coater1,,1348,1348,19457,computational fluid dynamics problem
1049,1725,Meszaros,model4,,1337,4962,45753,linear programming problem
1050,628,LPnetlib,lp_ganges,,1309,1706,6937,linear programming problem
1051,1911,TKK,plbuckle,,1282,1282,30644,structural problem
1052,208,HB,mahindas,,1258,1258,7682,economic problem
1053,1628,Bai,rdb1250,,1250,1250,7300,computational fluid dynamics problem
1054,1629,Bai,rdb1250l,,1250,1250,7300,computational fluid dynamics problem
1055,49,HB,bcsstk27,,1224,1224,56126,structural problem
1056,77,HB,bcsstm27,,1224,1224,56126,structural problem
1057,233,HB,pores_2,,1224,1224,9613,computational fluid dynamics problem
1058,1055,Sandia,fpga_dcop_01,,1220,1220,5892,circuit simulation problem sequence
1059,1056,Sandia,fpga_dcop_02,,1220,1220,5892,subsequent circuit simulation problem
1060,1057,Sandia,fpga_dcop_03,,1220,1220,5892,subsequent circuit simulation problem
1061,1058,Sandia,fpga_dcop_04,,1220,1220,5884,subsequent circuit simulation problem
1062,1059,Sandia,fpga_dcop_05,,1220,1220,5852,subsequent circuit simulation problem
1063,1060,Sandia,fpga_dcop_06,,1220,1220,5860,subsequent circuit simulation problem
1064,1061,Sandia,fpga_dcop_07,,1220,1220,5855,subsequent circuit simulation problem
1065,1062,Sandia,fpga_dcop_08,,1220,1220,5888,subsequent circuit simulation problem
1066,1063,Sandia,fpga_dcop_09,,1220,1220,5888,subsequent circuit simulation problem
1067,1064,Sandia,fpga_dcop_10,,1220,1220,5884,subsequent circuit simulation problem
1068,1065,Sandia,fpga_dcop_11,,1220,1220,5892,subsequent circuit simulation problem
1069,1066,Sandia,fpga_dcop_12,,1220,1220,5892,subsequent circuit simulation problem
1070,1067,Sandia,fpga_dcop_13,,1220,1220,5892,subsequent circuit simulation problem
1071,1068,Sandia,fpga_dcop_14,,1220,1220,5892,subsequent circuit simulation problem
1072,1069,Sandia,fpga_dcop_15,,1220,1220,5892,subsequent circuit simulation problem
1073,1070,Sandia,fpga_dcop_16,,1220,1220,5892,subsequent circuit simulation problem
1074,1071,Sandia,fpga_dcop_17,,1220,1220,5892,subsequent circuit simulation problem
1075,1072,Sandia,fpga_dcop_18,,1220,1220,5892,subsequent circuit simulation problem
1076,1073,Sandia,fpga_dcop_19,,1220,1220,5892,subsequent circuit simulation problem
1077,1074,Sandia,fpga_dcop_20,,1220,1220,5892,subsequent circuit simulation problem
1078,1075,Sandia,fpga_dcop_21,,1220,1220,5892,subsequent circuit simulation problem
1079,1076,Sandia,fpga_dcop_22,,1220,1220,5892,subsequent circuit simulation problem
1080,1077,Sandia,fpga_dcop_23,,1220,1220,5892,subsequent circuit simulation problem
1081,1078,Sandia,fpga_dcop_24,,1220,1220,5892,subsequent circuit simulation problem
1082,1079,Sandia,fpga_dcop_25,,1220,1220,5892,subsequent circuit simulation problem
1083,1080,Sandia,fpga_dcop_26,,1220,1220,5892,subsequent circuit simulation problem
1084,1081,Sandia,fpga_dcop_27,,1220,1220,5892,subsequent circuit simulation problem
1085,1082,Sandia,fpga_dcop_28,,1220,1220,5892,subsequent circuit simulation problem
1086,1083,Sandia,fpga_dcop_29,,1220,1220,5892,subsequent circuit simulation problem
1087,1084,Sandia,fpga_dcop_30,,1220,1220,5892,subsequent circuit simulation problem
1088,1085,Sandia,fpga_dcop_31,,1220,1220,5892,subsequent circuit simulation problem
1089,1086,Sandia,fpga_dcop_32,,1220,1220,5892,subsequent circuit simulation problem
1090,1087,Sandia,fpga_dcop_33,,1220,1220,5892,subsequent circuit simulation problem
1091,1088,Sandia,fpga_dcop_34,,1220,1220,5892,subsequent circuit simulation problem
1092,1089,Sandia,fpga_dcop_35,,1220,1220,5892,subsequent circuit simulation problem
1093,1090,Sandia,fpga_dcop_36,,1220,1220,5892,subsequent circuit simulation problem
1094,1091,Sandia,fpga_dcop_37,,1220,1220,5892,subsequent circuit simulation problem
1095,1092,Sandia,fpga_dcop_38,,1220,1220,5892,subsequent circuit simulation problem
1096,1093,Sandia,fpga_dcop_39,,1220,1220,5892,subsequent circuit simulation problem
1097,1094,Sandia,fpga_dcop_40,,1220,1220,5892,subsequent circuit simulation problem
1098,1095,Sandia,fpga_dcop_41,,1220,1220,5892,subsequent circuit simulation problem
1099,1096,Sandia,fpga_dcop_42,,1220,1220,5892,subsequent circuit simulation problem
1100,1097,Sandia,fpga_dcop_43,,1220,1220,5892,subsequent circuit simulation problem
1101,1098,Sandia,fpga_dcop_44,,1220,1220,5892,subsequent circuit simulation problem
1102,1099,Sandia,fpga_dcop_45,,1220,1220,5892,subsequent circuit simulation problem
1103,1100,Sandia,fpga_dcop_46,,1220,1220,5892,subsequent circuit simulation problem
1104,1101,Sandia,fpga_dcop_47,,1220,1220,5892,subsequent circuit simulation problem
1105,1102,Sandia,fpga_dcop_48,,1220,1220,5892,subsequent circuit simulation problem
1106,1103,Sandia,fpga_dcop_49,,1220,1220,5892,subsequent circuit simulation problem
1107,1104,Sandia,fpga_dcop_50,,1220,1220,5892,subsequent circuit simulation problem
1108,1105,Sandia,fpga_dcop_51,,1220,1220,5892,subsequent circuit simulation problem
1109,1106,Sandia,fpga_trans_01,,1220,1220,7382,circuit simulation problem sequence
1110,1107,Sandia,fpga_trans_02,,1220,1220,7382,subsequent circuit simulation problem
1111,1757,Meszaros,qiulp,,1192,1900,4492,linear programming problem
1112,384,DRIVCAV,cavity05,,1182,1182,32632,computational fluid dynamics problem sequence
1113,385,DRIVCAV,cavity06,,1182,1182,29675,subsequent computational fluid dynamics problem
1114,386,DRIVCAV,cavity07,,1182,1182,32702,subsequent computational fluid dynamics problem
1115,387,DRIVCAV,cavity08,,1182,1182,29675,subsequent computational fluid dynamics problem
1116,388,DRIVCAV,cavity09,,1182,1182,32702,subsequent computational fluid dynamics problem
1117,2362,Rommes,M20PI_n,,1182,1182,2881,eigenvalue/model reduction problem
1118,2370,Rommes,S20PI_n,,1182,1182,2881,eigenvalue/model reduction problem
1119,429,FIDAP,ex32,,1159,1159,11047,computational fluid dynamics problem
1120,1346,Rajat,rajat19,,1157,1157,3699,circuit simulation problem
1121,688,LPnetlib,lp_ship12l,,1151,5533,16276,linear programming problem
1122,689,LPnetlib,lp_ship12s,,1151,2869,8284,linear programming problem
1123,1,HB,1138_bus,,1138,1138,4054,power network problem
1124,1787,Meszaros,gen2,,1121,3264,81855,linear programming problem
1125,645,LPnetlib,lp_osa_07,,1118,25067,144812,linear programming problem
1126,160,HB,gre_1107,,1107,1107,5664,directed weighted graph
1127,245,HB,sherman4,,1104,1104,3786,computational fluid dynamics problem
1128,702,LPnetlib,lp_woodw,,1098,8418,37487,linear programming problem
1129,1637,Bai,tols1090,,1090,1090,3546,computational fluid dynamics problem
1130,450,Grund,b2_ss,,1089,1089,3895,chemical process simulation problem
1131,451,Grund,b_dyn,,1089,1089,4144,chemical process simulation problem
1132,32,HB,bcsstk10,,1086,1086,22070,structural problem
1133,65,HB,bcsstm10,,1086,1086,22092,structural problem
1134,31,HB,bcsstk09,,1083,1083,18437,structural problem
1135,64,HB,bcsstm09,,1083,1083,1083,structural problem
1136,243,HB,sherman2,,1080,1080,23094,computational fluid dynamics problem
1137,30,HB,bcsstk08,,1074,1074,12960,structural problem
1138,63,HB,bcsstm08,,1074,1074,1074,structural problem
1139,358,Boeing,msc01050,,1050,1050,26198,structural problem
1140,838,Zitney,radfr1,,1048,1048,13299,chemical process simulation problem
1141,1188,Rajat,rajat04,,1041,1041,8725,circuit simulation problem
1142,169,HB,illc1033,,1033,320,4719,least squares problem
1143,260,HB,well1033,,1033,320,4732,least squares problem
1144,225,HB,orsirr_1,,1030,1030,6858,computational fluid dynamics problem
1145,2358,Rommes,M20PI_n1,,1028,1028,2547,eigenvalue/model reduction problem
1146,2366,Rommes,S20PI_n1,,1028,1028,2547,eigenvalue/model reduction problem
1147,1896,YZhou,circuit204,,1020,1020,5883,circuit simulation problem
